Metro,State,Date,Rent,YearMonth
"Riverside, CA",CA,2016-09-30,1456.889229539019,2016-09
"Detroit, MI",MI,2016-09-30,925.3607110307903,2016-09
"Seattle, WA",WA,2016-09-30,1572.857413250578,2016-09
"Minneapolis, MN",MN,2016-09-30,1223.839482521827,2016-09
"San Diego, CA",CA,2016-09-30,1869.507665785417,2016-09
"Tampa, FL",FL,2016-09-30,1174.1279020550458,2016-09
"Denver, CO",CO,2016-09-30,1404.1207715646935,2016-09
"Baltimore, MD",MD,2016-09-30,1340.4359468473335,2016-09
"St. Louis, MO",MO,2016-09-30,917.709110996822,2016-09
"Orlando, FL",FL,2016-09-30,1246.805820408333,2016-09
"Charlotte, NC",NC,2016-09-30,1124.019982527538,2016-09
"San Antonio, TX",TX,2016-09-30,1099.2264687527097,2016-09
"Portland, OR",OR,2016-09-30,1322.695789053975,2016-09
"Sacramento, CA",CA,2016-09-30,1441.1542425791504,2016-09
"Pittsburgh, PA",PA,2016-09-30,1014.6053063128768,2016-09
"Cincinnati, OH",OH,2016-09-30,945.6430121193213,2016-09
"Austin, TX",TX,2016-09-30,1282.4656486201734,2016-09
"Las Vegas, NV",NV,2016-09-30,1071.1736821423308,2016-09
"Kansas City, MO",MO,2016-09-30,964.7351591546325,2016-09
"Columbus, OH",OH,2016-09-30,947.4784339928957,2016-09
"Indianapolis, IN",IN,2016-09-30,969.9895605963848,2016-09
"Cleveland, OH",OH,2016-09-30,890.78184230156,2016-09
"San Jose, CA",CA,2016-09-30,2726.2973278435884,2016-09
"Nashville, TN",TN,2016-09-30,1281.7012193778125,2016-09
"Virginia Beach, VA",VA,2016-09-30,1118.7632537135328,2016-09
"Providence, RI",RI,2016-09-30,1186.5988314678425,2016-09
"Jacksonville, FL",FL,2016-09-30,1079.7013107227851,2016-09
"Milwaukee, WI",WI,2016-09-30,1001.7728925314116,2016-09
"Oklahoma City, OK",OK,2016-09-30,951.7624640670427,2016-09
"Raleigh, NC",NC,2016-09-30,1172.0714802060706,2016-09
"Memphis, TN",TN,2016-09-30,912.0349161166114,2016-09
"Richmond, VA",VA,2016-09-30,1040.9761407257583,2016-09
"Louisville, KY",KY,2016-09-30,908.9130780650986,2016-09
"New Orleans, LA",LA,2016-09-30,1173.0852723372532,2016-09
"Salt Lake City, UT",UT,2016-09-30,1081.3406706710516,2016-09
"Hartford, CT",CT,2016-09-30,1178.9013268028202,2016-09
"Buffalo, NY",NY,2016-09-30,848.2207037530987,2016-09
"Birmingham, AL",AL,2016-09-30,948.4939852480676,2016-09
"Rochester, NY",NY,2016-09-30,964.6370332590084,2016-09
"Grand Rapids, MI",MI,2016-09-30,999.4906823499227,2016-09
"Tucson, AZ",AZ,2016-09-30,906.5030255285872,2016-09
"Urban Honolulu, HI",HI,2016-09-30,2097.7437315582933,2016-09
"Tulsa, OK",OK,2016-09-30,914.4242320120433,2016-09
"Fresno, CA",CA,2016-09-30,1104.2144109920066,2016-09
"Worcester, MA",MA,2016-09-30,1182.8471200184838,2016-09
"Omaha, NE",NE,2016-09-30,904.1576968779044,2016-09
"Bridgeport, CT",CT,2016-09-30,1780.0190783686685,2016-09
"Greenville, SC",SC,2016-09-30,974.8170275640404,2016-09
"Albuquerque, NM",NM,2016-09-30,973.1899057965255,2016-09
"Bakersfield, CA",CA,2016-09-30,1045.9866187255777,2016-09
"Albany, NY",NY,2016-09-30,1104.0107296683857,2016-09
"Knoxville, TN",TN,2016-09-30,957.5261574678393,2016-09
"Baton Rouge, LA",LA,2016-09-30,1099.5986665736912,2016-09
"McAllen, TX",TX,2016-09-30,883.4846012072563,2016-09
"New Haven, CT",CT,2016-09-30,1219.3227442746208,2016-09
"El Paso, TX",TX,2016-09-30,994.9439041739439,2016-09
"Allentown, PA",PA,2016-09-30,1111.4401353030944,2016-09
"Oxnard, CA",CA,2016-09-30,1956.6139338438654,2016-09
"Columbia, SC",SC,2016-09-30,930.27899121068,2016-09
"North Port, FL",FL,2016-09-30,1342.3946311915086,2016-09
"Dayton, OH",OH,2016-09-30,778.0373003209238,2016-09
"Charleston, SC",SC,2016-09-30,1233.411870654311,2016-09
"Greensboro, NC",NC,2016-09-30,904.4206625543617,2016-09
"Stockton, CA",CA,2016-09-30,1482.7588018836145,2016-09
"Cape Coral, FL",FL,2016-09-30,1178.6052459677244,2016-09
"Boise City, ID",ID,2016-09-30,997.9505497369228,2016-09
"Colorado Springs, CO",CO,2016-09-30,1158.3534204020234,2016-09
"Little Rock, AR",AR,2016-09-30,845.4509836517373,2016-09
"Lakeland, FL",FL,2016-09-30,1105.2943198786306,2016-09
"Akron, OH",OH,2016-09-30,765.4814221213492,2016-09
"Des Moines, IA",IA,2016-09-30,993.0237650391467,2016-09
"Springfield, MA",MA,2016-09-30,1184.324018008687,2016-09
"Poughkeepsie, NY",NY,2016-09-30,1233.1384586773472,2016-09
"Ogden, UT",UT,2016-09-30,971.150789564977,2016-09
"Madison, WI",WI,2016-09-30,1070.8417292543554,2016-09
"Winston, NC",NC,2016-09-30,950.497115924707,2016-09
"Deltona, FL",FL,2016-09-30,1094.1350731719658,2016-09
"Syracuse, NY",NY,2016-09-30,999.7189761116932,2016-09
"Provo, UT",UT,2016-09-30,1142.5890225691721,2016-09
"Toledo, OH",OH,2016-09-30,784.1835682291711,2016-09
"Wichita, KS",KS,2016-09-30,738.0754110006293,2016-09
"Durham, NC",NC,2016-09-30,1117.4293471264357,2016-09
"Augusta, GA",GA,2016-09-30,847.241321146647,2016-09
"Palm Bay, FL",FL,2016-09-30,1123.0040376837458,2016-09
"Jackson, MS",MS,2016-09-30,990.978415909458,2016-09
"Harrisburg, PA",PA,2016-09-30,905.910717123826,2016-09
"Spokane, WA",WA,2016-09-30,845.349115974085,2016-09
"Scranton, PA",PA,2016-09-30,795.31721415404,2016-09
"Chattanooga, TN",TN,2016-09-30,888.6219951271148,2016-09
"Modesto, CA",CA,2016-09-30,1141.8250969740652,2016-09
"Lancaster, PA",PA,2016-09-30,808.4957347177444,2016-09
"Portland, ME",ME,2016-09-30,1353.4931450312365,2016-09
"Youngstown, OH",OH,2016-09-30,590.5135972658811,2016-09
"Lansing, MI",MI,2016-09-30,756.1188723745145,2016-09
"Fayetteville, AR",AR,2016-09-30,953.5030538005933,2016-09
"Fayetteville, NC",NC,2016-09-30,837.4535237963129,2016-09
"Lexington, KY",KY,2016-09-30,900.3902559105284,2016-09
"Pensacola, FL",FL,2016-09-30,1019.6937308715812,2016-09
"Santa Rosa, CA",CA,2016-09-30,1925.6950561598849,2016-09
"Reno, NV",NV,2016-09-30,1164.7711966152965,2016-09
"Huntsville, AL",AL,2016-09-30,816.5369572274559,2016-09
"Port St. Lucie, FL",FL,2016-09-30,1265.4290712325087,2016-09
"Lafayette, LA",LA,2016-09-30,995.1509538967302,2016-09
"Myrtle Beach, SC",SC,2016-09-30,1100.575935747604,2016-09
"Springfield, MO",MO,2016-09-30,774.9545323947892,2016-09
"Visalia, CA",CA,2016-09-30,1054.0241095962906,2016-09
"Killeen, TX",TX,2016-09-30,857.3795545845178,2016-09
"Asheville, NC",NC,2016-09-30,1100.8853042161136,2016-09
"York, PA",PA,2016-09-30,813.3708590210147,2016-09
"Vallejo, CA",CA,2016-09-30,1611.2392243995505,2016-09
"Santa Maria, CA",CA,2016-09-30,2062.8826305006532,2016-09
"Salinas, CA",CA,2016-09-30,1668.9873715839285,2016-09
"Salem, OR",OR,2016-09-30,1065.0031938568484,2016-09
"Mobile, AL",AL,2016-09-30,791.6050682306395,2016-09
"Reading, PA",PA,2016-09-30,824.8916815048061,2016-09
"Corpus Christi, TX",TX,2016-09-30,1048.604940434747,2016-09
"Brownsville, TX",TX,2016-09-30,990.0142462144968,2016-09
"Manchester, NH",NH,2016-09-30,1214.0411055151849,2016-09
"Fort Wayne, IN",IN,2016-09-30,710.7956603712753,2016-09
"Gulfport, MS",MS,2016-09-30,902.579057842871,2016-09
"Salisbury, MD",DE,2016-09-30,1198.6046384732558,2016-09
"Flint, MI",MI,2016-09-30,638.9672094600211,2016-09
"Peoria, IL",IL,2016-09-30,698.7582623064453,2016-09
"Canton, OH",OH,2016-09-30,653.4499106012273,2016-09
"Savannah, GA",GA,2016-09-30,1057.8547707232615,2016-09
"Anchorage, AK",AK,2016-09-30,1237.0248701125422,2016-09
"Beaumont, TX",TX,2016-09-30,857.6153715964117,2016-09
"Shreveport, LA",LA,2016-09-30,999.8418923610343,2016-09
"Trenton, NJ",NJ,2016-09-30,1621.1049920490925,2016-09
"Montgomery, AL",AL,2016-09-30,907.7794073446896,2016-09
"Davenport, IA",IL,2016-09-30,741.7890128032045,2016-09
"Tallahassee, FL",FL,2016-09-30,918.0607215050239,2016-09
"Eugene, OR",OR,2016-09-30,1106.9772303508844,2016-09
"Naples, FL",FL,2016-09-30,1538.2757593072367,2016-09
"Ann Arbor, MI",MI,2016-09-30,1410.2542170222519,2016-09
"Ocala, FL",FL,2016-09-30,884.0542819190375,2016-09
"Hickory, NC",NC,2016-09-30,,2016-09
"Huntington, WV",OH,2016-09-30,,2016-09
"Fort Collins, CO",CO,2016-09-30,1333.5258705679255,2016-09
"Rockford, IL",IL,2016-09-30,744.1406127651703,2016-09
"Lincoln, NE",NE,2016-09-30,875.4379242009883,2016-09
"Gainesville, FL",FL,2016-09-30,965.7136842329828,2016-09
"Boulder, CO",CO,2016-09-30,1586.0401856559254,2016-09
"Green Bay, WI",WI,2016-09-30,,2016-09
"Columbus, GA",GA,2016-09-30,760.8823048117703,2016-09
"South Bend, IN",IN,2016-09-30,720.6759198875276,2016-09
"Spartanburg, SC",SC,2016-09-30,938.4216035436913,2016-09
"Greeley, CO",CO,2016-09-30,1358.257931941836,2016-09
"Lubbock, TX",TX,2016-09-30,1048.635615596647,2016-09
"Clarksville, TN",TN,2016-09-30,857.4391143694625,2016-09
"Roanoke, VA",VA,2016-09-30,873.5392218029627,2016-09
"Evansville, IN",IN,2016-09-30,632.9148119524581,2016-09
"Kingsport, TN",TN,2016-09-30,,2016-09
"Kennewick, WA",WA,2016-09-30,1074.8748712406482,2016-09
"Utica, NY",NY,2016-09-30,,2016-09
"Hagerstown, MD",MD,2016-09-30,953.9287593846736,2016-09
"Duluth, MN",MN,2016-09-30,1063.2863158796506,2016-09
"Olympia, WA",WA,2016-09-30,1208.4351535573815,2016-09
"Longview, TX",TX,2016-09-30,878.4248010217308,2016-09
"Wilmington, NC",NC,2016-09-30,955.0142773235443,2016-09
"San Luis Obispo, CA",CA,2016-09-30,2006.4773009624241,2016-09
"Crestview, FL",FL,2016-09-30,1102.070050071164,2016-09
"Merced, CA",CA,2016-09-30,1104.8520237435166,2016-09
"Waco, TX",TX,2016-09-30,1008.1421909783664,2016-09
"Cedar Rapids, IA",IA,2016-09-30,875.1206717554624,2016-09
"Atlantic City, NJ",NJ,2016-09-30,1155.6214018117307,2016-09
"Bremerton, WA",WA,2016-09-30,1192.0129978789034,2016-09
"Sioux Falls, SD",SD,2016-09-30,824.8144909170351,2016-09
"Santa Cruz, CA",CA,2016-09-30,2326.1515431570283,2016-09
"Erie, PA",PA,2016-09-30,718.402145426005,2016-09
"Norwich, CT",CT,2016-09-30,1003.3186488650977,2016-09
"Amarillo, TX",TX,2016-09-30,981.8844415799583,2016-09
"Laredo, TX",TX,2016-09-30,,2016-09
"Tuscaloosa, AL",AL,2016-09-30,930.75087885827,2016-09
"College Station, TX",TX,2016-09-30,1139.923202033263,2016-09
"Kalamazoo, MI",MI,2016-09-30,845.4002098649539,2016-09
"Lynchburg, VA",VA,2016-09-30,821.5730561267577,2016-09
"Charleston, WV",WV,2016-09-30,,2016-09
"Yakima, WA",WA,2016-09-30,,2016-09
"Fargo, ND",ND,2016-09-30,923.071200066586,2016-09
"Binghamton, NY",NY,2016-09-30,,2016-09
"Fort Smith, AR",AR,2016-09-30,689.7040296984945,2016-09
"Appleton, WI",WI,2016-09-30,,2016-09
"Prescott Valley, AZ",AZ,2016-09-30,1106.5132837289443,2016-09
"Topeka, KS",KS,2016-09-30,762.503334109505,2016-09
"Macon, GA",GA,2016-09-30,706.0982856330002,2016-09
"Tyler, TX",TX,2016-09-30,1111.515943773323,2016-09
"Barnstable Town, MA",MA,2016-09-30,,2016-09
"Daphne, AL",AL,2016-09-30,1091.0618212721718,2016-09
"Bellingham, WA",WA,2016-09-30,1188.213484818056,2016-09
"Burlington, VT",VT,2016-09-30,1323.600923854099,2016-09
"Rochester, MN",MN,2016-09-30,1163.4115994051394,2016-09
"Lafayette, IN",IN,2016-09-30,867.7931058951494,2016-09
"Champaign, IL",IL,2016-09-30,828.3915508499626,2016-09
"Medford, OR",OR,2016-09-30,1031.2744034407783,2016-09
"Lebanon, NH",NH,2016-09-30,1029.6106631457649,2016-09
"Charlottesville, VA",VA,2016-09-30,1263.1702440416575,2016-09
"Lake Charles, LA",LA,2016-09-30,872.8024994526364,2016-09
"Las Cruces, NM",NM,2016-09-30,834.3269358063354,2016-09
"Chico, CA",CA,2016-09-30,1130.320630404722,2016-09
"Hilton Head Island, SC",SC,2016-09-30,1213.4108984492402,2016-09
"Athens, GA",GA,2016-09-30,944.7572429789597,2016-09
"Lake Havasu City, AZ",AZ,2016-09-30,882.1515120812877,2016-09
"Columbia, MO",MO,2016-09-30,786.7337732738071,2016-09
"Springfield, IL",IL,2016-09-30,752.7633231201917,2016-09
"Houma, LA",LA,2016-09-30,,2016-09
"Monroe, LA",LA,2016-09-30,,2016-09
"Elkhart, IN",IN,2016-09-30,,2016-09
"Johnson City, TN",TN,2016-09-30,852.8751451389944,2016-09
"Yuma, AZ",AZ,2016-09-30,,2016-09
"Gainesville, GA",GA,2016-09-30,1058.7841706744314,2016-09
"Jacksonville, NC",NC,2016-09-30,839.9205998226062,2016-09
"Florence, SC",SC,2016-09-30,,2016-09
"Hilo, HI",HI,2016-09-30,,2016-09
"St. Cloud, MN",MN,2016-09-30,871.4059053183145,2016-09
"Racine, WI",WI,2016-09-30,,2016-09
"Bend, OR",OR,2016-09-30,1358.6971959968005,2016-09
"Saginaw, MI",MI,2016-09-30,,2016-09
"Warner Robins, GA",GA,2016-09-30,879.578481511579,2016-09
"Terre Haute, IN",IN,2016-09-30,,2016-09
"Torrington, CT",CT,2016-09-30,900.249589747297,2016-09
"Punta Gorda, FL",FL,2016-09-30,1166.4360948797753,2016-09
"Billings, MT",MT,2016-09-30,890.8385924468288,2016-09
"Redding, CA",CA,2016-09-30,927.5834427869178,2016-09
"Kingston, NY",NY,2016-09-30,1109.1526930156597,2016-09
"Panama City, FL",FL,2016-09-30,999.4978308358752,2016-09
"Joplin, MO",MO,2016-09-30,,2016-09
"Dover, DE",DE,2016-09-30,1033.641661740469,2016-09
"El Centro, CA",CA,2016-09-30,,2016-09
"Jackson, TN",TN,2016-09-30,,2016-09
"Yuba City, CA",CA,2016-09-30,1027.4407397205794,2016-09
"Bowling Green, KY",KY,2016-09-30,,2016-09
"St. George, UT",UT,2016-09-30,1172.3740526441927,2016-09
"Muskegon, MI",MI,2016-09-30,,2016-09
"Abilene, TX",TX,2016-09-30,841.9362918290766,2016-09
"Iowa City, IA",IA,2016-09-30,947.2415997298544,2016-09
"Auburn, AL",AL,2016-09-30,1002.9567450580383,2016-09
"Midland, TX",TX,2016-09-30,1144.3475601998418,2016-09
"Bloomington, IL",IL,2016-09-30,808.855767824188,2016-09
"Hattiesburg, MS",MS,2016-09-30,,2016-09
"Oshkosh, WI",WI,2016-09-30,,2016-09
"Eau Claire, WI",WI,2016-09-30,,2016-09
"Greenville, NC",NC,2016-09-30,887.1801348639331,2016-09
"Burlington, NC",NC,2016-09-30,735.5673803461331,2016-09
"Waterloo, IA",IA,2016-09-30,823.0362101443693,2016-09
"Coeur d'Alene, ID",ID,2016-09-30,,2016-09
"East Stroudsburg, PA",PA,2016-09-30,1058.4359826178031,2016-09
"Pueblo, CO",CO,2016-09-30,837.9193894861603,2016-09
"Blacksburg, VA",VA,2016-09-30,,2016-09
"Wausau, WI",WI,2016-09-30,,2016-09
"Kahului, HI",HI,2016-09-30,,2016-09
"Janesville, WI",WI,2016-09-30,,2016-09
"Tupelo, MS",MS,2016-09-30,,2016-09
"Bloomington, IN",IN,2016-09-30,911.5024026485637,2016-09
"Odessa, TX",TX,2016-09-30,,2016-09
"Jackson, MI",MI,2016-09-30,582.8809178717121,2016-09
"State College, PA",PA,2016-09-30,,2016-09
"Sebastian, FL",FL,2016-09-30,1091.476483816017,2016-09
"Madera, CA",CA,2016-09-30,,2016-09
"Decatur, AL",AL,2016-09-30,,2016-09
"Chambersburg, PA",PA,2016-09-30,786.9506904337695,2016-09
"Vineland, NJ",NJ,2016-09-30,,2016-09
"Idaho Falls, ID",ID,2016-09-30,712.2924741664468,2016-09
"Grand Junction, CO",CO,2016-09-30,919.5558168986536,2016-09
"Elizabethtown, KY",KY,2016-09-30,,2016-09
"Niles, MI",MI,2016-09-30,,2016-09
"Monroe, MI",MI,2016-09-30,,2016-09
"Santa Fe, NM",NM,2016-09-30,1230.8532953610154,2016-09
"Concord, NH",NH,2016-09-30,,2016-09
"Alexandria, LA",LA,2016-09-30,,2016-09
"Traverse City, MI",MI,2016-09-30,,2016-09
"Bangor, ME",ME,2016-09-30,,2016-09
"Homosassa Springs, FL",FL,2016-09-30,867.9960363202838,2016-09
"Hanford, CA",CA,2016-09-30,,2016-09
"Jefferson City, MO",MO,2016-09-30,,2016-09
"Florence, AL",AL,2016-09-30,,2016-09
"Dothan, AL",AL,2016-09-30,,2016-09
"London, KY",KY,2016-09-30,,2016-09
"Albany, GA",GA,2016-09-30,,2016-09
"Ottawa, IL",IL,2016-09-30,,2016-09
"Sioux City, IA",IA,2016-09-30,,2016-09
"Wichita Falls, TX",TX,2016-09-30,688.1154707798044,2016-09
"Texarkana, TX",TX,2016-09-30,,2016-09
"Valdosta, GA",GA,2016-09-30,,2016-09
"Logan, UT",UT,2016-09-30,,2016-09
"Flagstaff, AZ",AZ,2016-09-30,,2016-09
"Rocky Mount, NC",NC,2016-09-30,,2016-09
"Pottsville, PA",PA,2016-09-30,,2016-09
"Dalton, GA",GA,2016-09-30,,2016-09
"Lebanon, PA",PA,2016-09-30,,2016-09
"Morristown, TN",TN,2016-09-30,,2016-09
"Winchester, VA",VA,2016-09-30,1169.7797297875068,2016-09
"Wheeling, WV",OH,2016-09-30,,2016-09
"Morgantown, WV",WV,2016-09-30,891.60126770459,2016-09
"La Crosse, WI",WI,2016-09-30,,2016-09
"Napa, CA",CA,2016-09-30,2110.804876924635,2016-09
"Rapid City, SD",SD,2016-09-30,,2016-09
"Sumter, SC",SC,2016-09-30,791.5935228729734,2016-09
"Eureka, CA",CA,2016-09-30,,2016-09
"Springfield, OH",OH,2016-09-30,,2016-09
"Harrisonburg, VA",VA,2016-09-30,975.186756864814,2016-09
"Battle Creek, MI",MI,2016-09-30,,2016-09
"Sherman, TX",TX,2016-09-30,,2016-09
"Manhattan, KS",KS,2016-09-30,791.5939456269533,2016-09
"Carbondale, IL",IL,2016-09-30,,2016-09
"Johnstown, PA",PA,2016-09-30,,2016-09
"Jonesboro, AR",AR,2016-09-30,933.2177414935612,2016-09
"Bismarck, ND",ND,2016-09-30,,2016-09
"Hammond, LA",LA,2016-09-30,,2016-09
"Pittsfield, MA",MA,2016-09-30,,2016-09
"Mount Vernon, WA",WA,2016-09-30,,2016-09
"Jamestown, NY",NY,2016-09-30,,2016-09
"The Villages, FL",FL,2016-09-30,,2016-09
"Albany, OR",OR,2016-09-30,,2016-09
"Glens Falls, NY",NY,2016-09-30,,2016-09
"Lawton, OK",OK,2016-09-30,703.6052979085422,2016-09
"Cleveland, TN",TN,2016-09-30,,2016-09
"Sierra Vista, AZ",AZ,2016-09-30,,2016-09
"Ames, IA",IA,2016-09-30,,2016-09
"Mansfield, OH",OH,2016-09-30,,2016-09
"Staunton, VA",VA,2016-09-30,,2016-09
"Augusta, ME",ME,2016-09-30,781.7589077597893,2016-09
"Altoona, PA",PA,2016-09-30,,2016-09
"New Bern, NC",NC,2016-09-30,,2016-09
"Farmington, NM",NM,2016-09-30,,2016-09
"St. Joseph, MO",MO,2016-09-30,,2016-09
"San Angelo, TX",TX,2016-09-30,,2016-09
"Wenatchee, WA",WA,2016-09-30,,2016-09
"Owensboro, KY",KY,2016-09-30,,2016-09
"Holland, MI",MI,2016-09-30,,2016-09
"Lumberton, NC",NC,2016-09-30,,2016-09
"Lawrence, KS",KS,2016-09-30,,2016-09
"Goldsboro, NC",NC,2016-09-30,,2016-09
"Watertown, NY",NY,2016-09-30,,2016-09
"Sheboygan, WI",WI,2016-09-30,,2016-09
"Weirton, WV",OH,2016-09-30,,2016-09
"Missoula, MT",MT,2016-09-30,810.8227174929207,2016-09
"Wooster, OH",OH,2016-09-30,,2016-09
"Bozeman, MT",MT,2016-09-30,,2016-09
"Anniston, AL",AL,2016-09-30,,2016-09
"Beckley, WV",WV,2016-09-30,,2016-09
"Williamsport, PA",PA,2016-09-30,,2016-09
"Brunswick, GA",GA,2016-09-30,,2016-09
"California, MD",MD,2016-09-30,1173.8633876775828,2016-09
"Twin Falls, ID",ID,2016-09-30,,2016-09
"Cookeville, TN",TN,2016-09-30,,2016-09
"Muncie, IN",IN,2016-09-30,,2016-09
"Michigan City, IN",IN,2016-09-30,,2016-09
"Roseburg, OR",OR,2016-09-30,,2016-09
"Lewiston, ME",ME,2016-09-30,,2016-09
"Longview, WA",WA,2016-09-30,,2016-09
"Kankakee, IL",IL,2016-09-30,,2016-09
"Bluefield, WV",VA,2016-09-30,,2016-09
"Show Low, AZ",AZ,2016-09-30,,2016-09
"Richmond, KY",KY,2016-09-30,,2016-09
"Tullahoma, TN",TN,2016-09-30,,2016-09
"Whitewater, WI",WI,2016-09-30,,2016-09
"Ithaca, NY",NY,2016-09-30,,2016-09
"Grand Forks, ND",MN,2016-09-30,,2016-09
"Decatur, IL",IL,2016-09-30,,2016-09
"LaGrange, GA",GA,2016-09-30,,2016-09
"Bay City, MI",MI,2016-09-30,,2016-09
"Fond du Lac, WI",WI,2016-09-30,,2016-09
"Gettysburg, PA",PA,2016-09-30,,2016-09
"Gadsden, AL",AL,2016-09-30,,2016-09
"Kalispell, MT",MT,2016-09-30,,2016-09
"Danville, VA",VA,2016-09-30,,2016-09
"Mankato, MN",MN,2016-09-30,,2016-09
"Lima, OH",OH,2016-09-30,,2016-09
"Truckee, CA",CA,2016-09-30,,2016-09
"Sebring, FL",FL,2016-09-30,,2016-09
"Cheyenne, WY",WY,2016-09-30,931.03553378269,2016-09
"Hot Springs, AR",AR,2016-09-30,,2016-09
"Shelby, NC",NC,2016-09-30,,2016-09
"Dubuque, IA",IA,2016-09-30,,2016-09
"Meridian, MS",MS,2016-09-30,,2016-09
"Pinehurst, NC",NC,2016-09-30,1247.49761185157,2016-09
"Paducah, KY",KY,2016-09-30,,2016-09
"Victoria, TX",TX,2016-09-30,,2016-09
"Rome, GA",GA,2016-09-30,,2016-09
"Sevierville, TN",TN,2016-09-30,,2016-09
"Moses Lake, WA",WA,2016-09-30,922.9668572410787,2016-09
"Ashtabula, OH",OH,2016-09-30,,2016-09
"Cape Girardeau, MO",MO,2016-09-30,,2016-09
"Albertville, AL",AL,2016-09-30,,2016-09
"Fairbanks, AK",AK,2016-09-30,,2016-09
"Brainerd, MN",MN,2016-09-30,,2016-09
"Cumberland, MD",MD,2016-09-30,,2016-09
"Ocean City, NJ",NJ,2016-09-30,,2016-09
"Corvallis, OR",OR,2016-09-30,1330.2774147549221,2016-09
"Pocatello, ID",ID,2016-09-30,,2016-09
"Corning, NY",NY,2016-09-30,,2016-09
"Sunbury, PA",PA,2016-09-30,,2016-09
"Ukiah, CA",CA,2016-09-30,,2016-09
"Hermiston, OR",OR,2016-09-30,,2016-09
"Clarksburg, WV",WV,2016-09-30,,2016-09
"Parkersburg, WV",WV,2016-09-30,,2016-09
"Beaver Dam, WI",WI,2016-09-30,,2016-09
"Pine Bluff, AR",AR,2016-09-30,,2016-09
"Grants Pass, OR",OR,2016-09-30,,2016-09
"Cullman, AL",AL,2016-09-30,,2016-09
"Lufkin, TX",TX,2016-09-30,,2016-09
"Zanesville, OH",OH,2016-09-30,,2016-09
"New Castle, PA",PA,2016-09-30,,2016-09
"Oak Harbor, WA",WA,2016-09-30,1099.993266663416,2016-09
"Orangeburg, SC",SC,2016-09-30,,2016-09
"Watertown, WI",WI,2016-09-30,,2016-09
"Meadville, PA",PA,2016-09-30,,2016-09
"Elmira, NY",NY,2016-09-30,,2016-09
"Great Falls, MT",MT,2016-09-30,,2016-09
"Russellville, AR",AR,2016-09-30,,2016-09
"Indiana, PA",PA,2016-09-30,,2016-09
"Midland, MI",MI,2016-09-30,,2016-09
"Kokomo, IN",IN,2016-09-30,,2016-09
"Bloomsburg, PA",PA,2016-09-30,,2016-09
"Helena, MT",MT,2016-09-30,,2016-09
"Key West, FL",FL,2016-09-30,,2016-09
"Talladega, AL",AL,2016-09-30,,2016-09
"Stillwater, OK",OK,2016-09-30,,2016-09
"Columbus, IN",IN,2016-09-30,,2016-09
"Athens, TX",TX,2016-09-30,,2016-09
"Centralia, WA",WA,2016-09-30,,2016-09
"Manitowoc, WI",WI,2016-09-30,,2016-09
"Hinesville, GA",GA,2016-09-30,930.3919945481483,2016-09
"DuBois, PA",PA,2016-09-30,,2016-09
"Warsaw, IN",IN,2016-09-30,,2016-09
"Statesboro, GA",GA,2016-09-30,,2016-09
"Casper, WY",WY,2016-09-30,1033.865693306398,2016-09
"Wilson, NC",NC,2016-09-30,,2016-09
"Glenwood Springs, CO",CO,2016-09-30,1992.2264731159758,2016-09
"Seneca, SC",SC,2016-09-30,,2016-09
"Minot, ND",ND,2016-09-30,,2016-09
"Grand Island, NE",NE,2016-09-30,,2016-09
"Port Angeles, WA",WA,2016-09-30,,2016-09
"Auburn, NY",NY,2016-09-30,,2016-09
"Huntsville, TX",TX,2016-09-30,,2016-09
"Keene, NH",NH,2016-09-30,,2016-09
"Heber, UT",UT,2016-09-30,,2016-09
"Quincy, IL",IL,2016-09-30,,2016-09
"Findlay, OH",OH,2016-09-30,,2016-09
"Frankfort, KY",KY,2016-09-30,,2016-09
"Danville, IL",IL,2016-09-30,,2016-09
"Aberdeen, WA",WA,2016-09-30,,2016-09
"Wisconsin Rapids, WI",WI,2016-09-30,,2016-09
"Jefferson, GA",GA,2016-09-30,,2016-09
"Kapaa, HI",HI,2016-09-30,,2016-09
"Palatka, FL",FL,2016-09-30,,2016-09
"Shawnee, OK",OK,2016-09-30,,2016-09
"Stevens Point, WI",WI,2016-09-30,,2016-09
"Greeneville, TN",TN,2016-09-30,,2016-09
"Greenwood, SC",SC,2016-09-30,,2016-09
"Lake City, FL",FL,2016-09-30,,2016-09
"Klamath Falls, OR",OR,2016-09-30,,2016-09
"Morehead City, NC",NC,2016-09-30,,2016-09
"Clearlake, CA",CA,2016-09-30,,2016-09
"Alamogordo, NM",NM,2016-09-30,,2016-09
"Roanoke Rapids, NC",NC,2016-09-30,,2016-09
"Muskogee, OK",OK,2016-09-30,,2016-09
"Faribault, MN",MN,2016-09-30,,2016-09
"Richmond, IN",IN,2016-09-30,,2016-09
"Marquette, MI",MI,2016-09-30,,2016-09
"Mount Pleasant, MI",MI,2016-09-30,,2016-09
"Baraboo, WI",WI,2016-09-30,,2016-09
"Jasper, AL",AL,2016-09-30,,2016-09
"Roswell, NM",NM,2016-09-30,,2016-09
"Shelton, WA",WA,2016-09-30,,2016-09
"Dublin, GA",GA,2016-09-30,,2016-09
"Nacogdoches, TX",TX,2016-09-30,,2016-09
"Coos Bay, OR",OR,2016-09-30,,2016-09
"Martinsville, VA",VA,2016-09-30,,2016-09
"Rexburg, ID",ID,2016-09-30,,2016-09
